sdate,EFFR,OBFR,TGCR,BGCR,SOFR,dkindex,TargetDe,TargetUe,Time,,,,,,,,,,,,,,,,,,,,,,,Dgara,,,,,,differences,
18156,3.065552391,6.999746371,88.42038595,92.33923636,202.6647577,393.4896788,200,225,9/16/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,9/10/2019,2.13,63,2.25,2,0,-12,13
18157,2.764175075,7.305378779,29.96852425,31.38638344,71.75320013,143.1776617,200,225,9/17/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,9/11/2019,2.13,61,2.25,2,0,-12,13
18158,2.044279947,5.443335393,17.60597399,18.70134649,41.90357874,85.69851457,175,200,9/18/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,9/12/2019,2.13,60,2.25,2,0,-12,13
18159,2.2665975,5.546676255,16.85528938,17.09221988,37.27065661,79.03143962,175,200,9/19/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,9/13/2019,2.14,53,2.25,2,0,-11,14
18162,2.591499403,5.432919062,15.63201529,16.05833409,37.57604345,77.29081129,175,200,9/20/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,9/16/2019,2.25,46,2.25,2,0,0,25
18163,2.578201358,5.669077095,18.03971356,18.9116114,42.38981718,87.58842058,175,200,9/23/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,9/17/2019,2.3,61,2.25,2,0,5,30
18164,2.816112119,6.140618003,18.74424305,19.74754598,44.91507766,92.36359682,175,200,9/24/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,9/18/2019,2.25,58,2.25,2,0,0,25
18165,3.021871293,6.26743638,14.90772769,15.63691203,37.17349929,77.00744669,175,200,9/25/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,9/19/2019,1.9,59,2,1.75,0,-10,15
18166,2.84351092,6.32851506,14.4555194,15.10498491,35.87402901,74.6065593,175,200,9/26/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,9/20/2019,1.9,65,2,1.75,0,-10,15
18169,2.245278582,5.557408588,25.18752146,26.29501807,64.85186012,124.1370868,175,200,9/27/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,9/23/2019,1.9,74,2,1.75,0,-10,15
18170,2.592209917,5.56613515,14.84225749,15.5488176,40.98983725,79.5392574,175,200,9/30/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,9/24/2019,1.9,71,2,1.75,0,-10,15
18171,2.516937845,6.225511222,14.7081884,15.54901444,38.08440428,77.08405618,175,200,10/1/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,9/25/2019,1.9,77,2,1.75,0,-10,15
18172,2.63841878,6.000413283,14.54125597,15.25814891,37.53092389,75.96916083,175,200,10/2/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,9/26/2019,1.85,89,2,1.75,0,-15,10
18173,2.647520268,5.921102547,14.23566779,14.97518009,36.30255776,74.08202845,175,200,10/3/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,9/27/2019,1.83,85,2,1.75,0,-17,8
18176,2.541403137,5.870261977,14.68010926,15.43895804,36.36255452,74.89328693,175,200,10/4/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,9/30/2019,1.9,59,2,1.75,0,-10,15
18177,2.330600803,5.412370526,15.32735668,15.90864323,37.71054911,76.68952034,175,200,10/7/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,10/1/2019,1.88,75,2,1.75,0,-12,13
18178,2.236448296,5.291458868,15.41238561,16.24109815,37.51375937,76.69515029,175,200,10/8/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,10/2/2019,1.85,76,2,1.75,0,-15,10
18179,2.022368289,5.246008811,14.9398203,15.68388839,38.88275249,76.77483827,175,200,10/9/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,10/3/2019,1.83,80,2,1.75,0,-17,8
18180,2.100777133,5.431592289,15.55651724,16.27291041,37.41010829,76.77190537,175,200,10/10/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,10/4/2019,1.82,80,2,1.75,0,-18,7
18184,2.560218242,6.115205475,17.61030473,18.81619678,45.41131171,90.51323694,175,200,10/11/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,10/7/2019,1.82,76,2,1.75,0,-18,7
18185,2.758538272,6.69194282,19.16539571,19.92774269,46.75402885,95.29764834,175,200,10/15/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,10/8/2019,1.82,69,2,1.75,0,-18,7
18186,2.288574671,5.984114515,17.66421481,18.2678188,42.31332889,86.51805169,175,200,10/16/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,10/9/2019,1.82,66,2,1.75,0,-18,7
18187,2.081309452,5.567397205,15.84696945,16.40097752,39.80863894,79.70529257,175,200,10/17/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,10/10/2019,1.82,61,2,1.75,0,-18,7
18190,2.122766538,5.80595428,15.73403282,16.29238579,37.87302736,77.82816679,175,200,10/18/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,10/11/2019,1.82,60,2,1.75,0,-18,7
18191,2.320102009,6.109473473,15.9740091,16.35844625,38.43563791,79.19766874,175,200,10/21/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,10/15/2019,1.9,69,2,1.75,0,-10,15
18192,2.261057779,6.128742531,15.77510587,16.43926832,38.10906406,78.71323856,175,200,10/22/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,10/16/2019,1.9,76,2,1.75,0,-10,15
18193,2.263111419,6.064202665,15.35585672,16.33938525,38.40261803,78.42517408,175,200,10/23/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,10/17/2019,1.85,66,2,1.75,0,-15,10
18194,2.479849571,6.239164791,14.66439985,15.33884393,37.1736898,75.89594794,175,200,10/24/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,10/18/2019,1.85,61,2,1.75,0,-15,10
18197,2.424917504,6.206245203,14.41699309,15.1064739,36.28333927,74.43796896,175,200,10/25/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,10/21/2019,1.85,60,2,1.75,0,-15,10
18198,2.438640048,6.01497076,14.40788869,15.15088526,35.10972589,73.12211064,175,200,10/28/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,10/22/2019,1.85,67,2,1.75,0,-15,10
18199,2.288626903,6.025803666,14.45907091,15.07926728,36.5505736,74.40334236,175,200,10/29/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,10/23/2019,1.85,65,2,1.75,0,-15,10
18200,1.514765831,3.855750487,13.07614397,13.5254597,34.22456191,66.19668189,150,175,10/30/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,10/24/2019,1.85,65,2,1.75,0,-15,10
18201,1.757016908,3.918632306,9.786787543,10.25468281,24.24979536,49.96691493,150,175,10/31/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,10/25/2019,1.83,73,2,1.75,0,-17,8
18204,1.682135149,4.374303815,9.377051259,9.738442833,23.32250418,48.49443723,150,175,11/1/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,10/28/2019,1.83,72,2,1.75,0,-17,8
18205,1.720609344,4.294086375,9.936532508,10.30779623,23.59972324,49.85874769,150,175,11/4/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,10/29/2019,1.82,72,2,1.75,0,-18,7
18206,1.671912278,4.068012246,9.394772197,9.705787981,23.69994029,48.54042499,150,175,11/5/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,10/30/2019,1.82,69,2,1.75,0,-18,7
18207,1.622466199,3.857016741,9.485690438,9.740909456,23.34183132,48.04791416,150,175,11/6/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,10/31/2019,1.58,71,1.75,1.5,0,-17,8
18208,1.56512747,3.982729616,9.657227623,9.879183552,22.97210164,48.0563699,150,175,11/7/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,11/1/2019,1.57,83,1.75,1.5,0,-18,7
18212,1.529720616,3.730437976,9.610244448,10.06050445,24.00439109,48.93529858,150,175,11/8/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,11/4/2019,1.56,83,1.75,1.5,0,-19,6
18213,1.559235225,4.06220571,9.749019608,10.16346089,23.40972769,48.94364912,150,175,11/12/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,11/5/2019,1.56,81,1.75,1.5,0,-19,6
18214,1.500412813,3.678016949,10.0644685,10.37565261,24.21393195,49.83248282,150,175,11/13/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,11/6/2019,1.55,80,1.75,1.5,0,-20,5
18215,1.58895026,3.721900367,9.857587065,10.25836279,24.88736935,50.31416983,150,175,11/14/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,11/7/2019,1.55,76,1.75,1.5,0,-20,5
18218,1.387707238,3.851290897,9.443847028,9.730231815,23.23284166,47.64591863,150,175,11/15/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,11/8/2019,1.55,71,1.75,1.5,0,-20,5
18219,1.448450094,3.796892814,9.538006024,9.866700699,23.88797795,48.53802758,150,175,11/18/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,11/12/2019,1.55,71,1.75,1.5,0,-20,5
18220,1.589638736,4.102889828,9.622871046,9.826297861,23.80289438,48.94459185,150,175,11/19/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,11/13/2019,1.55,71,1.75,1.5,0,-20,5
18221,1.519293415,4.267613478,9.876425758,10.11066101,24.06074796,49.83474162,150,175,11/20/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,11/14/2019,1.55,68,1.75,1.5,0,-20,5
18222,1.466813997,3.980024206,9.823594286,10.16781533,24.78836178,50.2266096,150,175,11/21/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,11/15/2019,1.55,73,1.75,1.5,0,-20,5
18225,1.576133309,4.397208554,9.461060875,9.741798696,23.28873489,48.46493633,150,175,11/22/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,11/18/2019,1.55,62,1.75,1.5,0,-20,5
18226,1.580054771,4.01096805,8.615080859,8.902954095,23.09708272,46.20614049,150,175,11/25/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,11/19/2019,1.55,64,1.75,1.5,0,-20,5
18227,1.570199455,3.748054782,8.611804127,8.924478936,23.44463571,46.29917301,150,175,11/26/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,11/20/2019,1.55,70,1.75,1.5,0,-20,5
18229,1.631641859,4.49107365,10.75230129,11.20213786,27.9186045,55.99575916,150,175,11/27/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,11/21/2019,1.55,67,1.75,1.5,0,-20,5
18232,1.587438532,3.760553094,10.20253339,10.74897674,28.01672266,54.31622442,150,175,11/29/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,11/22/2019,1.55,65,1.75,1.5,0,-20,5
18233,1.685699197,3.816512129,8.763458075,9.110819825,23.38849143,46.76498066,150,175,12/2/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,11/25/2019,1.55,69,1.75,1.5,0,-20,5
18234,1.669071941,3.987512096,8.538689356,8.749329451,22.87836034,45.82296319,150,175,12/3/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,11/26/2019,1.55,71,1.75,1.5,0,-20,5
18235,1.595851296,3.964766582,9.061527781,9.185123287,23.28422338,47.09149233,150,175,12/4/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,11/27/2019,1.55,68,1.75,1.5,0,-20,5
18236,1.849547907,4.374302923,8.850236999,8.997703781,23.0366386,47.10843021,150,175,12/5/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,11/29/2019,1.56,70,1.75,1.5,0,-19,6
18239,1.629224943,4.116570319,9.01091562,9.366974586,23.85292076,47.97660623,150,175,12/6/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,12/2/2019,1.56,72,1.75,1.5,0,-19,6
18240,1.662728674,4.299492992,8.560220028,8.847539276,23.35511633,46.7250973,150,175,12/9/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,12/3/2019,1.55,76,1.75,1.5,0,-20,5
18241,1.606180743,4.151106589,8.463551618,8.77599775,22.83572959,45.83256629,150,175,12/10/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,12/4/2019,1.55,75,1.75,1.5,0,-20,5
18242,1.673861243,4.210663355,8.183442825,8.597689345,22.29357201,44.95922877,150,175,12/11/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,12/5/2019,1.55,70,1.75,1.5,0,-20,5
18243,1.598975821,3.87622548,8.519068106,8.980589261,22.83201432,45.80687299,150,175,12/12/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,12/6/2019,1.55,82,1.75,1.5,0,-20,5
18246,1.619419178,4.200794124,10.20403915,10.55798976,27.18499947,53.76724167,150,175,12/13/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,12/9/2019,1.55,73,1.75,1.5,0,-20,5
18247,1.570199455,4.040110998,8.476540188,8.726645659,23.01247255,45.82596885,150,175,12/16/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,12/10/2019,1.55,75,1.75,1.5,0,-20,5
18248,1.653916,4.3580555,8.160902736,8.467900114,22.71237957,45.35315392,150,175,12/17/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,12/11/2019,1.55,73,1.75,1.5,0,-20,5
18249,1.716226376,4.410735487,8.308931018,8.593970569,22.33132942,45.36119286,150,175,12/18/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,12/12/2019,1.55,75,1.75,1.5,0,-20,5
18250,1.671012118,4.569017683,8.001165342,8.247737143,22.51453097,45.00346325,150,175,12/19/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,12/13/2019,1.55,70,1.75,1.5,0,-20,5
18253,1.602807542,4.67632787,7.937526744,8.225951639,22.42432358,44.86693738,150,175,12/20/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,12/16/2019,1.56,69,1.75,1.5,0,-19,6
18254,1.669206475,4.831985505,7.9187326,8.235888462,22.23137449,44.88718753,150,175,12/23/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,12/17/2019,1.55,68,1.75,1.5,0,-20,5
18256,1.762358439,5.151522647,7.696153778,7.871521705,22.08765452,44.56921109,150,175,12/24/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,12/18/2019,1.55,74,1.75,1.5,0,-20,5
18257,1.700803473,4.616665645,7.756584422,8.050981423,23.25062056,45.37565552,150,175,12/26/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,12/19/2019,1.55,73,1.75,1.5,0,-20,5
18260,1.698706828,4.873952661,7.673921913,7.991783301,24.02288211,46.26124681,150,175,12/27/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,12/20/2019,1.55,69,1.75,1.5,0,-20,5
18261,1.300562746,2.715041703,9.090000959,9.209713354,25.86597961,48.18129837,150,175,12/30/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,12/23/2019,1.55,69,1.75,1.5,0,-20,5
18263,1.651543093,3.998954025,7.495515451,8.073330145,24.63300332,45.85234603,150,175,12/31/2019 0:00,,,,,,,,,,,,,,,,,,,,,,,12/24/2019,1.55,71,1.75,1.5,0,-20,5
18264,1.824202309,4.551209378,8.236759638,8.614156619,23.88523717,47.11156512,150,175,1/2/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,12/26/2019,1.55,75,1.75,1.5,0,-20,5
18267,1.770137124,4.312960562,8.364246824,8.781788955,23.87168899,47.10082246,150,175,1/3/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,12/27/2019,1.55,73,1.75,1.5,0,-20,5
18268,1.843644502,4.42076962,8.537214642,8.876004332,24.29942329,47.97705639,150,175,1/6/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,12/30/2019,1.55,72,1.75,1.5,0,-20,5
18269,1.929936159,4.558448937,8.412704657,8.697376725,23.51477053,47.113237,150,175,1/7/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,12/31/2019,1.55,51,1.75,1.5,0,-20,5
18270,1.860259532,4.64760326,8.449639108,8.841685661,23.31772085,47.11690841,150,175,1/8/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,1/2/2020,1.55,74,1.75,1.5,0,-20,5
18271,1.866263846,4.649891593,8.594305804,8.594601225,23.3753525,47.08041497,150,175,1/9/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,1/3/2020,1.55,79,1.75,1.5,0,-20,5
18274,1.882500666,4.532277185,8.695756122,8.758076812,22.71060601,46.57921679,150,175,1/10/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,1/6/2020,1.55,77,1.75,1.5,0,-20,5
18275,1.715625858,4.352198258,8.722333515,8.903969266,23.37512437,47.06925127,150,175,1/13/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,1/7/2020,1.55,80,1.75,1.5,0,-20,5
18276,1.697999565,4.187163113,8.980533526,9.141525045,23.93304094,47.94026219,150,175,1/14/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,1/8/2020,1.55,83,1.75,1.5,0,-20,5
18277,1.697829177,4.149724884,8.54654391,8.784819293,23.87981007,47.05872733,150,175,1/15/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,1/9/2020,1.55,81,1.75,1.5,0,-20,5
18278,1.517818373,3.868114461,8.842726963,9.127158917,23.22248708,46.5783058,150,175,1/16/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,1/10/2020,1.54,83,1.75,1.5,0,-21,4
18282,1.445645737,3.90449664,8.451368013,8.706740714,23.68785545,46.19610655,150,175,1/17/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,1/13/2020,1.54,85,1.75,1.5,0,-21,4
18283,1.531893602,4.118428008,8.395229272,8.49279383,23.67492808,46.2132728,150,175,1/21/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,1/14/2020,1.54,76,1.75,1.5,0,-21,4
18284,1.518555536,4.1805481,8.525327403,8.581910824,23.41197283,46.21831469,150,175,1/22/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,1/15/2020,1.54,76,1.75,1.5,0,-21,4
18285,1.560777641,4.206639788,8.431329159,8.572719424,22.93679293,45.70825894,150,175,1/23/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,1/16/2020,1.54,78,1.75,1.5,0,-21,4
18288,1.59296868,4.374817251,8.528795547,8.560782726,22.67031348,45.72767769,150,175,1/24/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,1/17/2020,1.55,67,1.75,1.5,0,-20,5
18289,1.543643505,4.150017101,8.437301307,8.470831441,23.09979479,45.70158814,150,175,1/27/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,1/21/2020,1.55,64,1.75,1.5,0,-20,5
18290,1.572555697,4.295411841,8.331110167,8.472640072,23.03991485,45.71163263,150,175,1/28/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,1/22/2020,1.55,69,1.75,1.5,0,-20,5
18291,1.583670543,4.48320674,9.177572763,9.397294481,25.60174318,50.24348771,150,175,1/29/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,1/23/2020,1.55,67,1.75,1.5,0,-20,5
18292,1.774605125,4.609392438,9.346347458,9.490567911,26.75982401,51.98073694,150,175,1/30/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,1/24/2020,1.55,70,1.75,1.5,0,-20,5
18295,1.815289281,4.534776094,9.415761626,9.538614791,26.15969925,51.46414104,150,175,1/31/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,1/27/2020,1.55,71,1.75,1.5,0,-20,5
18296,1.791945233,4.749691056,9.471512557,9.710827245,26.62092001,52.3448961,150,175,2/3/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,1/28/2020,1.55,69,1.75,1.5,0,-20,5
18297,1.838016552,4.625978919,9.418782971,9.619629493,25.96660124,51.46900917,150,175,2/4/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,1/29/2020,1.55,71,1.75,1.5,0,-20,5
18298,1.800590583,4.593760605,9.812407763,9.993437034,25.2843097,51.48450569,150,175,2/5/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,1/30/2020,1.6,64,1.75,1.5,0,-15,10
18299,1.715737265,4.629118032,9.599812677,9.772727917,24.85474067,50.57213656,150,175,2/6/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,1/31/2020,1.59,78,1.75,1.5,0,-16,9
18302,1.552804871,4.458368773,9.695506324,9.75590744,25.10249975,50.56508716,150,175,2/7/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,2/3/2020,1.59,79,1.75,1.5,0,-16,9
18303,1.489340571,4.32553252,9.7219366,9.782502371,25.23889832,50.55821038,150,175,2/10/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,2/4/2020,1.59,80,1.75,1.5,0,-16,9
18304,1.637868364,4.290049619,9.553491572,9.713115677,24.47659359,49.67111882,150,175,2/11/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,2/5/2020,1.59,83,1.75,1.5,0,-16,9
18305,1.551398982,4.093170152,9.613304424,9.755142043,24.64319385,49.65620945,150,175,2/12/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,2/6/2020,1.59,79,1.75,1.5,0,-16,9
18306,1.415748757,3.678362573,9.974963109,10.15560092,25.30587145,50.53054681,150,175,2/13/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,2/7/2020,1.58,77,1.75,1.5,0,-17,8
18310,1.377932385,3.628012296,10.17260718,10.28390861,26.89266751,52.35512797,150,175,2/14/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,2/10/2020,1.58,69,1.75,1.5,0,-17,8
18311,1.458706295,3.87598551,10.04885132,10.27103251,25.81058945,51.46516509,150,175,2/18/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,2/11/2020,1.58,66,1.75,1.5,0,-17,8
18312,1.371856989,3.912230561,10.6365191,10.82474191,26.02666202,52.77201058,150,175,2/19/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,2/12/2020,1.58,74,1.75,1.5,0,-17,8
18313,1.460801514,4.187584345,10.03230928,10.08491228,24.79765791,50.56326533,150,175,2/20/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,2/13/2020,1.58,69,1.75,1.5,0,-17,8
18316,1.414573618,4.135708469,9.976618762,10.09858983,24.93304094,50.55853161,150,175,2/21/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,2/14/2020,1.58,61,1.75,1.5,0,-17,8
18317,1.429916371,3.756356328,10.14342875,10.4329632,25.67329908,51.43596373,150,175,2/24/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,2/18/2020,1.59,61,1.75,1.5,0,-16,9
18318,1.382122797,3.700182158,10.21503039,10.5711172,25.0673302,50.93578275,150,175,2/25/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,2/19/2020,1.59,64,1.75,1.5,0,-16,9
18319,1.450301593,3.942442584,10.24782081,10.5344115,24.77622936,50.95120584,150,175,2/26/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,2/20/2020,1.59,60,1.75,1.5,0,-16,9
18320,1.344144782,3.6339036,10.55402481,10.59484425,26.60035077,52.72726822,150,175,2/27/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,2/21/2020,1.58,65,1.75,1.5,0,-17,8
18323,1.213837499,3.273392417,9.791488221,10.02577157,27.12437493,51.42886464,150,175,2/28/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,2/24/2020,1.58,63,1.75,1.5,0,-17,8
18324,1.232159574,3.523508282,11.07387546,11.55714443,28.99882992,56.38551767,150,175,3/2/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,2/25/2020,1.58,64,1.75,1.5,0,-17,8
18325,0.021532923,0.249416738,3.251587015,3.213357112,7.561972263,14.29786605,100,125,3/3/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,2/26/2020,1.58,62,1.75,1.5,0,-17,8
18326,0.021011552,0.22645768,1.250295703,1.088416236,1.957233212,4.543414383,100,125,3/4/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,2/27/2020,1.58,65,1.75,1.5,0,-17,8
18327,0.02114435,0.208384647,0.665709601,0.476548371,0.969344574,2.341131543,100,125,3/5/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,2/28/2020,1.58,61,1.75,1.5,0,-17,8
18330,0.020758934,0.229216138,0.673429027,0.485891901,0.439514679,1.84881068,100,125,3/6/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,3/2/2020,1.59,58,1.75,1.5,0,-16,9
18331,0.020543128,0.282937118,1.067362529,0.904018743,1.44851159,3.723373107,100,125,3/9/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,3/3/2020,1.59,58,1.75,1.5,0,-16,9
18332,0.021611383,0.298354523,1.869699553,1.736073585,3.396903663,7.322642707,100,125,3/10/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,3/4/2020,1.09,80,1.25,1,0,-16,9
18333,0.040119266,0.311023449,3.026340012,3.049926987,6.052403889,12.4798136,100,125,3/11/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,3/5/2020,1.09,78,1.25,1,0,-16,9
18334,0.043557615,0.318983754,0.672773171,0.48920009,0.973542713,2.498057342,100,125,3/12/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,3/6/2020,1.09,79,1.25,1,0,-16,9
18337,2.623620576,6.57425934,14.96726665,16.31360495,42.21444198,82.6931935,0,25,3/13/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,3/9/2020,1.09,77,1.25,1,0,-16,9
18338,2.705608719,6.511606556,10.00189645,10.95375337,27.60457628,57.77744138,0,25,3/16/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,3/10/2020,1.09,77,1.25,1,0,-16,9
18339,2.590328044,6.365787479,17.50586569,18.51366532,50.51776377,95.4934103,0,25,3/17/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,3/11/2020,1.09,80,1.25,1,0,-16,9
18340,3.45547782,8.036966705,18.2411098,19.09901986,51.16393392,99.99650811,0,25,3/18/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,3/12/2020,1.1,61,1.25,1,0,-15,10
18341,3.274173033,7.786196001,18.97883418,19.81194963,51.85701165,101.7081645,0,25,3/19/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,3/13/2020,1.1,65,1.25,1,0,-15,10
18344,3.027407192,7.95107891,19.14923384,20.22839773,53.61274266,103.9688603,0,25,3/20/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,3/16/2020,0.25,80,0.25,0,0,0,25
18345,3.595917922,8.754822551,18.57423913,19.64128081,53.88267788,104.4489383,0,25,3/23/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,3/17/2020,0.25,85,0.25,0,0,0,25
18346,3.95035067,9.746419021,18.94405174,19.8524464,51.85804859,104.3513164,0,25,3/24/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,3/18/2020,0.25,82,0.25,0,0,0,25
18347,3.927088811,10.56557963,18.48724619,19.31068795,52.23255083,104.5231534,0,25,3/25/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,3/19/2020,0.2,103,0.25,0,0,-5,20
18348,3.716637862,10.66615406,18.17557968,19.3424615,52.6407913,104.5416244,0,25,3/26/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,3/20/2020,0.15,87,0.25,0,0,-10,15
18351,3.532578695,10.53382999,18.43676932,19.613429,52.47838411,104.5949911,0,25,3/27/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,3/23/2020,0.15,82,0.25,0,0,-10,15
18352,3.565355073,8.238156896,18.66135955,19.58109579,55.00679988,105.0527672,0,25,3/30/2020 0:00,,,,,,,,,,,,,,,,,,,,,,,3/24/2020,0.12,95,0.25,0,0,-13,12
