sdate,EFFR,OBFR,TGCR,BGCR,SOFR,dkindex,TargetDe,TargetUe,Time,,,,,,,,,,,,,,,,,,,,,,,Dgara,,,,,,differences,
19151,0.995170132,2.80197801,4.65403439,5.10097621,15.32393212,28.87609086,75,100,6/7/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,6/1/2022,0.83,85,1,0.75,,-17,8
19152,0.974336482,2.743319269,4.809101625,5.32833154,15.8894398,29.74452872,75,100,6/8/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,6/2/2022,0.83,83,1,0.75,,-17,8
19153,0.953585383,2.745679205,4.865288531,5.595749155,15.75461189,29.91491416,75,100,6/9/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,6/3/2022,0.83,85,1,0.75,,-17,8
19156,0.942438562,2.69318551,4.965469229,5.778393901,16.90471259,31.28419979,75,100,6/10/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,6/6/2022,0.83,85,1,0.75,,-17,8
19157,1.037912307,2.861704928,5.565760633,6.33466798,18.31000216,34.11004801,75,100,6/13/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,6/7/2022,0.83,82,1,0.75,,-17,8
19158,1.072217302,2.908320436,5.563076483,6.232258873,17.83212796,33.60800105,75,100,6/14/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,6/8/2022,0.83,79,1,0.75,,-17,8
19159,1.955403601,6.523391813,7.220066653,7.340877538,17.70733066,40.74707027,150,175,6/15/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,6/9/2022,0.83,79,1,0.75,,-17,8
19160,2.121021415,6.447114227,7.4375262,7.501253133,17.29913247,40.80604744,150,175,6/16/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,6/10/2022,0.83,76,1,0.75,,-17,8
19164,1.663852924,6.314643275,7.522614035,7.518968421,17.64042018,40.66049883,150,175,6/17/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,6/13/2022,0.83,75,1,0.75,,-17,8
19165,2.08479821,6.72634178,7.368169807,7.545918129,17.14955512,40.87478305,150,175,6/21/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,6/14/2022,0.83,81,1,0.75,,-17,8
19166,2.074614183,6.669365275,7.220776955,7.397433414,16.83619159,40.19838142,150,175,6/22/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,6/15/2022,0.83,83,1,0.75,,-17,8
19167,2.268935684,6.706780338,7.344183753,7.447697809,17.60240553,41.37000311,150,175,6/23/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,6/16/2022,1.58,80,1.75,1.5,,-17,8
19170,2.229452684,6.715351971,7.667672923,7.948535678,19.7323927,44.29340596,150,175,6/24/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,6/17/2022,1.58,84,1.75,1.5,,-17,8
19171,2.406113661,6.573290271,8.025371946,8.153720354,20.78102502,45.93952125,150,175,6/27/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,6/21/2022,1.58,67,1.75,1.5,,-17,8
19172,2.168318631,6.379321013,7.939592175,8.212350084,20.69548894,45.39507084,150,175,6/28/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,6/22/2022,1.58,85,1.75,1.5,,-17,8
19173,1.755119118,4.321403015,7.581889851,7.764410763,21.97086048,43.39368322,150,175,6/29/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,6/23/2022,1.58,84,1.75,1.5,,-17,8
19174,2.19658606,6.385551101,7.567446873,7.793399716,21.57737,45.52035375,150,175,6/30/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,6/24/2022,1.58,91,1.75,1.5,,-17,8
19178,2.213713436,6.483181242,7.53955895,7.796913811,22.6611936,46.69456104,150,175,7/1/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,6/27/2022,1.58,90,1.75,1.5,,-17,8
19179,2.314070078,6.910508247,7.969558521,7.997752596,21.72959053,46.92147997,150,175,7/5/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,6/28/2022,1.58,95,1.75,1.5,,-17,8
19180,2.234419137,6.915752298,8.082786428,8.018712306,21.66583623,46.9175064,150,175,7/6/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,6/29/2022,1.58,85,1.75,1.5,,-17,8
19181,2.419811956,7.139775291,7.905356403,8.226495372,20.79913835,46.49057737,150,175,7/7/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,6/30/2022,1.58,67,1.75,1.5,,-17,8
19184,2.304917358,7.005159272,8.201684351,8.137433904,20.8210859,46.47028078,150,175,7/8/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,7/1/2022,1.58,90,1.75,1.5,,-17,8
19185,2.389489761,7.045391256,8.205961639,8.117103756,21.18801327,46.94595969,150,175,7/11/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,7/5/2022,1.58,94,1.75,1.5,,-17,8
19186,2.361592937,7.082355054,8.256058671,8.256965842,20.5330657,46.4900382,150,175,7/12/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,7/6/2022,1.58,95,1.75,1.5,,-17,8
19187,2.229758206,6.977164998,8.315356719,8.269197414,20.67336974,46.46484708,150,175,7/13/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,7/7/2022,1.58,92,1.75,1.5,,-17,8
19188,2.350108972,7.026170304,8.153923834,8.15426273,21.25501355,46.93947939,150,175,7/14/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,7/8/2022,1.58,99,1.75,1.5,,-17,8
19191,2.346674813,7.219262639,8.119329009,8.120221157,21.15693109,46.96241871,150,175,7/15/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,7/11/2022,1.58,93,1.75,1.5,,-17,8
19192,2.203081632,7.04744941,8.261264299,8.328209385,21.09071187,46.9307166,150,175,7/18/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,7/12/2022,1.58,98,1.75,1.5,,-17,8
19193,2.341632203,7.09641432,8.341770058,8.318443255,20.39569776,46.4939576,150,175,7/19/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,7/13/2022,1.58,96,1.75,1.5,,-17,8
19194,2.280275533,7.16294003,8.083826256,8.189889837,20.59848809,46.31541975,150,175,7/20/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,7/14/2022,1.58,91,1.75,1.5,,-17,8
19195,2.330428221,7.243961974,8.105743342,8.055480098,19.96056805,45.69618168,150,175,7/21/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,7/15/2022,1.58,97,1.75,1.5,,-17,8
19198,2.206390188,7.17696415,7.902190495,8.136062747,20.88520352,46.3068111,150,175,7/22/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,7/18/2022,1.58,97,1.75,1.5,,-17,8
19199,2.309551003,7.33021592,8.059519604,8.187744529,20.45428756,46.34131862,150,175,7/25/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,7/19/2022,1.58,90,1.75,1.5,,-17,8
19200,2.341217241,7.204284561,8.241749154,8.411955815,20.30735115,46.50655792,150,175,7/26/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,7/20/2022,1.58,95,1.75,1.5,,-17,8
19201,5.353078546,17.41541393,21.39734833,21.76535423,55.18643559,121.1176306,225,250,7/27/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,7/21/2022,1.58,96,1.75,1.5,,-17,8
19202,5.280726726,15.03719577,21.84950957,22.17715291,56.00988664,120.3544716,225,250,7/28/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,7/22/2022,1.58,96,1.75,1.5,,-17,8
19205,5.32570252,15.77424268,20.93349128,21.9978177,56.98731959,121.0185738,225,250,7/29/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,7/25/2022,1.58,94,1.75,1.5,,-17,8
19206,5.462817753,16.30905138,21.36295883,22.34704797,57.05446176,122.5363377,225,250,8/1/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,7/26/2022,1.58,97,1.75,1.5,,-17,8
19207,5.456416334,16.57910317,21.74852688,21.89339142,56.58050645,122.2579443,225,250,8/2/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,7/27/2022,1.58,98,1.75,1.5,,-17,8
19208,5.328661288,16.72728871,22.10595535,22.41420978,55.69263801,122.2687531,225,250,8/3/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,7/28/2022,2.33,90,2.5,2.25,,-17,8
19209,5.379193875,17.00653008,21.90295559,22.32622262,54.84626316,121.4611653,225,250,8/4/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,7/29/2022,2.32,86,2.5,2.25,,-18,7
19212,5.32152776,17.01928562,22.15507594,22.35218478,54.61524114,121.4633152,225,250,8/5/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,8/1/2022,2.33,93,2.5,2.25,,-17,8
19213,5.386487101,17.27986513,22.00127178,22.31583327,54.94967812,121.9331354,225,250,8/8/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,8/2/2022,2.33,95,2.5,2.25,,-17,8
19214,5.492209562,16.93016807,21.70945008,22.24802413,55.0782091,121.458061,225,250,8/9/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,8/3/2022,2.33,92,2.5,2.25,,-17,8
19215,5.538148222,17.13059231,21.83049779,22.30927603,54.66482467,121.473339,225,250,8/10/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,8/4/2022,2.33,91,2.5,2.25,,-17,8
19216,5.690693361,17.11789198,21.73803922,22.44147121,54.48971063,121.4778064,225,250,8/11/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,8/5/2022,2.33,91,2.5,2.25,,-17,8
19219,5.529365977,17.09785896,21.56644927,21.69514275,56.03941793,121.9282349,225,250,8/12/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,8/8/2022,2.33,89,2.5,2.25,,-17,8
19220,5.483725614,17.20031908,22.01416152,22.14639805,55.0882376,121.9328419,225,250,8/15/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,8/9/2022,2.33,90,2.5,2.25,,-17,8
19221,5.379637493,17.06168877,22.12280702,22.59372634,54.76390013,121.9217598,225,250,8/16/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,8/10/2022,2.33,93,2.5,2.25,,-17,8
19222,5.321163172,17.00203252,21.95175439,22.48075771,54.704361,121.4600688,225,250,8/17/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,8/11/2022,2.33,94,2.5,2.25,,-17,8
19223,5.530307521,17.34642844,21.97169304,22.33452224,54.30459585,121.4875471,225,250,8/18/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,8/12/2022,2.33,97,2.5,2.25,,-17,8
19226,5.286449153,16.83184818,21.75190072,22.0535194,55.52044985,121.4441673,225,250,8/19/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,8/15/2022,2.33,97,2.5,2.25,,-17,8
19227,5.409976101,17.04319733,22.20220198,22.39655648,53.96304718,121.0149791,225,250,8/22/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,8/16/2022,2.33,94,2.5,2.25,,-17,8
19228,5.569734619,16.8051442,21.66612467,22.20757121,54.74393219,120.9925069,225,250,8/23/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,8/17/2022,2.33,92,2.5,2.25,,-17,8
19229,5.626730672,16.74301724,22.00335701,22.42036968,54.66389253,121.4573671,225,250,8/24/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,8/18/2022,2.33,91,2.5,2.25,,-17,8
19230,5.795726112,16.95426224,22.20167948,22.33681381,54.1899317,121.4784133,225,250,8/25/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,8/19/2022,2.33,94,2.5,2.25,,-17,8
19233,5.301187473,16.10348335,22.24463332,22.61196972,55.15099706,121.4122709,225,250,8/26/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,8/22/2022,2.33,91,2.5,2.25,,-17,8
19234,5.425557365,16.35966043,22.16085548,22.53593098,55.40669517,121.8886994,225,250,8/29/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,8/23/2022,2.33,91,2.5,2.25,,-17,8
19235,4.991333159,14.86282357,21.56186906,22.64968473,57.61958465,121.6852952,225,250,8/30/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,8/24/2022,2.33,94,2.5,2.25,,-17,8
19236,5.782340049,17.40269234,21.65101064,22.23050809,54.88306779,121.9496189,225,250,8/31/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,8/25/2022,2.33,96,2.5,2.25,,-17,8
19237,5.872220983,17.25383643,21.64399931,22.23571741,54.93912812,121.9449023,225,250,9/1/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,8/26/2022,2.33,98,2.5,2.25,,-17,8
19241,5.437921874,16.70253321,21.99951154,22.29670534,55.46939906,121.906071,225,250,9/2/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,8/29/2022,2.33,89,2.5,2.25,,-17,8
19242,5.677334926,18.68994042,21.40165555,21.87995552,53.91159926,121.5604857,225,250,9/6/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,8/30/2022,2.33,90,2.5,2.25,,-17,8
19243,5.450568203,17.62872841,21.59835169,22.12451244,54.69238433,121.4945451,225,250,9/7/2022 0:00,,,,,,,,,,,,,,,,,,,,,,,8/31/2022,2.33,86,2.5,2.25,,-17,8
