,DFEDTARL,,DFEDTARU,,RRPONTSYAWARD,,IORB,,IORR (+IORR 3/1/14-7/28/21,,Date,SOFR,EFFR
"Billions of U.S. Dollars, Not Seasonally Adjusted",lin,"Percent, Not Seasonally Adjusted",lin,"Percent, Not Seasonally Adjusted",lin,"Percent, Not Seasonally Adjusted",lin,"Percent, Not Seasonally Adjusted",lin,"Percent, Not Seasonally Adjusted",,,
"Weekly, Ending Wednesday",d,"Daily, 7-Day",d,"Daily, 7-Day",d,Daily,d,"Daily, 7-Day",d,"Daily, 7-Day",,,
1984-01-04 to 2023-12-20,12/16/2008,2008-12-16 to 2023-12-21,12/16/2008,2008-12-16 to 2023-12-21,9/23/2013,2013-09-23 to 2023-12-21,7/29/2021,2021-07-29 to 2023-12-22,10/9/2008,2008-10-09 to 2021-07-28,,,
,Federal Funds Target Range - Lower Limit,,Federal Funds Target Range - Upper Limit,,Overnight Reverse Repurchase Agreements Award Rate: Treasury Securities Sold by the Federal Reserve in the Temporary Open Market Operations,,Interest Rate on Reserve Balances,,Interest Rate on Required Reserves (DISCONTINUED),,,,
,Board of Governors of the Federal Reserve System (US),,Board of Governors of the Federal Reserve System (US),,Federal Reserve Bank of New York,,Board of Governors of the Federal Reserve System (US),,Board of Governors of the Federal Reserve System (US),,,,
value,date,value,date,value,date,value,date,value,date,value,,,
2186.971,5/4/2021,0,5/4/2021,0.25,5/30/2023,5.05,,,5/4/2021,0.1,9/6/2023,5.3,5.33
2533.908,5/5/2021,0,5/5/2021,0.25,5/31/2023,5.05,,,5/5/2021,0.1,9/7/2023,5.31,5.33
2760.451,5/6/2021,0,5/6/2021,0.25,6/1/2023,5.05,,,5/6/2021,0.1,9/8/2023,5.3,5.33
2919.041,5/7/2021,0,5/7/2021,0.25,6/2/2023,5.05,,,5/7/2021,0.1,9/11/2023,5.3,5.33
3103.504,5/8/2021,0,5/8/2021,0.25,6/5/2023,5.05,,,5/8/2021,0.1,9/12/2023,5.3,5.33
3159.142,5/9/2021,0,5/9/2021,0.25,6/6/2023,5.05,,,5/9/2021,0.1,9/13/2023,5.3,5.33
3158.938,5/10/2021,0,5/10/2021,0.25,6/7/2023,5.05,,,5/10/2021,0.1,9/14/2023,5.3,5.33
3156.929,5/11/2021,0,5/11/2021,0.25,6/8/2023,5.05,,,5/11/2021,0.1,9/15/2023,5.31,5.33
3273.303,5/12/2021,0,5/12/2021,0.25,6/9/2023,5.05,,,5/12/2021,0.1,9/18/2023,5.31,5.33
3268.144,5/13/2021,0,5/13/2021,0.25,6/12/2023,5.05,,,5/13/2021,0.1,9/19/2023,5.31,5.33
3237.461,5/14/2021,0,5/14/2021,0.25,6/13/2023,5.05,,,5/14/2021,0.1,9/20/2023,5.3,5.33
3182.228,5/15/2021,0,5/15/2021,0.25,6/14/2023,5.05,,,5/15/2021,0.1,9/21/2023,5.3,5.33
3078.491,5/16/2021,0,5/16/2021,0.25,6/15/2023,5.05,,,5/16/2021,0.1,9/22/2023,5.3,5.33
2918.756,5/17/2021,0,5/17/2021,0.25,6/16/2023,5.05,,,5/17/2021,0.1,9/25/2023,5.31,5.33
2884.819,5/18/2021,0,5/18/2021,0.25,6/19/2023,#N/A,,,5/18/2021,0.1,9/26/2023,5.31,5.33
2813.967,5/19/2021,0,5/19/2021,0.25,6/20/2023,5.05,,,5/19/2021,0.1,9/27/2023,5.32,5.33
2777.603,5/20/2021,0,5/20/2021,0.25,6/21/2023,5.05,,,5/20/2021,0.1,9/28/2023,5.31,5.33
2631.78,5/21/2021,0,5/21/2021,0.25,6/22/2023,5.05,,,5/21/2021,0.1,9/29/2023,5.31,5.33
2615.272,5/22/2021,0,5/22/2021,0.25,6/23/2023,5.05,,,5/22/2021,0.1,10/2/2023,5.32,5.33
2713.287,5/23/2021,0,5/23/2021,0.25,6/26/2023,5.05,,,5/23/2021,0.1,10/3/2023,5.33,5.33
2788.961,5/24/2021,0,5/24/2021,0.25,6/27/2023,5.05,,,5/24/2021,0.1,10/4/2023,5.32,5.33
2827.685,5/25/2021,0,5/25/2021,0.25,6/28/2023,5.05,,,5/25/2021,0.1,10/5/2023,5.32,5.33
2815.794,5/26/2021,0,5/26/2021,0.25,6/29/2023,5.05,,,5/26/2021,0.1,10/6/2023,5.31,5.33
2851.916,5/27/2021,0,5/27/2021,0.25,6/30/2023,5.05,,,5/27/2021,0.1,10/10/2023,5.31,5.33
2857.463,5/28/2021,0,5/28/2021,0.25,7/3/2023,5.05,,,5/28/2021,0.1,10/11/2023,5.31,5.33
2885.412,5/29/2021,0,5/29/2021,0.25,7/4/2023,#N/A,,,5/29/2021,0.1,10/12/2023,5.31,5.33
2830.499,5/30/2021,0,5/30/2021,0.25,7/5/2023,5.05,,,5/30/2021,0.1,10/13/2023,5.31,5.33
2839.316,5/31/2021,0,5/31/2021,0.25,7/6/2023,5.05,,,5/31/2021,0.1,10/16/2023,5.31,5.33
2840.86,6/1/2021,0,6/1/2021,0.25,7/7/2023,5.05,,,6/1/2021,0.1,10/17/2023,5.31,5.33
2861.929,6/2/2021,0,6/2/2021,0.25,7/10/2023,5.05,,,6/2/2021,0.1,10/18/2023,5.3,5.33
2860.48,6/3/2021,0,6/3/2021,0.25,7/11/2023,5.05,,,6/3/2021,0.1,10/19/2023,5.3,5.33
2880.781,6/4/2021,0,6/4/2021,0.25,7/12/2023,5.05,,,6/4/2021,0.1,10/20/2023,5.3,5.33
2966.737,6/5/2021,0,6/5/2021,0.25,7/13/2023,5.05,,,6/5/2021,0.1,10/23/2023,5.3,5.33
2976.17,6/6/2021,0,6/6/2021,0.25,7/14/2023,5.05,,,6/6/2021,0.1,10/24/2023,5.3,5.33
3043.822,6/7/2021,0,6/7/2021,0.25,7/17/2023,5.05,,,6/7/2021,0.1,10/25/2023,5.3,5.33
3083.636,6/8/2021,0,6/8/2021,0.25,7/18/2023,5.05,,,6/8/2021,0.1,10/26/2023,5.31,5.33
3117.307,6/9/2021,0,6/9/2021,0.25,7/19/2023,5.05,,,6/9/2021,0.1,10/27/2023,5.31,5.33
3117.48,6/10/2021,0,6/10/2021,0.25,7/20/2023,5.05,,,6/10/2021,0.1,10/30/2023,5.31,5.33
3168.24,6/11/2021,0,6/11/2021,0.25,7/21/2023,5.05,,,6/11/2021,0.1,10/31/2023,5.35,5.33
3143.041,6/12/2021,0,6/12/2021,0.25,7/24/2023,5.05,,,6/12/2021,0.1,11/1/2023,5.32,5.33
3122.156,6/13/2021,0,6/13/2021,0.25,7/25/2023,5.05,,,6/13/2021,0.1,11/2/2023,5.33,5.33
3068.284,6/14/2021,0,6/14/2021,0.25,7/26/2023,5.05,,,6/14/2021,0.1,11/3/2023,5.32,5.33
3183.917,6/15/2021,0,6/15/2021,0.25,7/27/2023,5.3,,,6/15/2021,0.1,11/6/2023,5.32,5.33
3154.624,6/16/2021,0,6/16/2021,0.25,7/28/2023,5.3,,,6/16/2021,0.1,11/7/2023,5.32,5.33
3163.008,6/17/2021,0,6/17/2021,0.25,7/31/2023,5.3,,,6/17/2021,0.15,11/8/2023,5.32,5.33
3193.118,6/18/2021,0,6/18/2021,0.25,8/1/2023,5.3,,,6/18/2021,0.15,11/9/2023,5.32,5.33
3258.919,6/19/2021,0,6/19/2021,0.25,8/2/2023,5.3,,,6/19/2021,0.15,11/10/2023,5.32,5.33
3378.907,6/20/2021,0,6/20/2021,0.25,8/3/2023,5.3,,,6/20/2021,0.15,11/13/2023,5.32,5.33
3369.02,6/21/2021,0,6/21/2021,0.25,8/4/2023,5.3,,,6/21/2021,0.15,11/14/2023,5.32,5.33
3503.12,6/22/2021,0,6/22/2021,0.25,8/7/2023,5.3,,,6/22/2021,0.15,11/15/2023,5.32,5.33
3592.01,6/23/2021,0,6/23/2021,0.25,8/8/2023,5.3,,,6/23/2021,0.15,11/16/2023,5.32,5.33
3681.03,6/24/2021,0,6/24/2021,0.25,8/9/2023,5.3,,,6/24/2021,0.15,11/17/2023,5.32,5.33
3826.375,6/25/2021,0,6/25/2021,0.25,8/10/2023,5.3,,,6/25/2021,0.15,11/20/2023,5.31,5.33
3876.162,6/26/2021,0,6/26/2021,0.25,8/11/2023,5.3,,,6/26/2021,0.15,11/21/2023,5.31,5.33
3932.949,6/27/2021,0,6/27/2021,0.25,8/14/2023,5.3,,,6/27/2021,0.15,11/22/2023,5.31,5.33
3977.813,6/28/2021,0,6/28/2021,0.25,8/15/2023,5.3,,,6/28/2021,0.15,11/24/2023,5.32,5.33
3825.455,6/29/2021,0,6/29/2021,0.25,8/16/2023,5.3,,,6/29/2021,0.15,11/27/2023,5.32,5.33
3829.269,6/30/2021,0,6/30/2021,0.25,8/17/2023,5.3,,,6/30/2021,0.15,11/28/2023,5.32,5.33
3873.728,7/1/2021,0,7/1/2021,0.25,8/18/2023,5.3,,,7/1/2021,0.15,11/29/2023,5.31,5.33
3947.565,7/2/2021,0,7/2/2021,0.25,8/21/2023,5.3,,,7/2/2021,0.15,11/30/2023,5.33,5.33
3919.807,7/3/2021,0,7/3/2021,0.25,8/22/2023,5.3,,,7/3/2021,0.15,12/1/2023,5.39,5.33
3805.178,7/4/2021,0,7/4/2021,0.25,8/23/2023,5.3,,,7/4/2021,0.15,12/4/2023,5.37,5.33
3814.127,7/5/2021,0,7/5/2021,0.25,8/24/2023,5.3,,,7/5/2021,0.15,12/5/2023,5.33,5.33
3874.371,7/6/2021,0,7/6/2021,0.25,8/25/2023,5.3,,,7/6/2021,0.15,12/6/2023,5.32,5.33
3940.038,7/7/2021,0,7/7/2021,0.25,8/28/2023,5.3,,,7/7/2021,0.15,12/7/2023,5.32,5.33
3808.042,7/8/2021,0,7/8/2021,0.25,8/29/2023,5.3,,,7/8/2021,0.15,12/8/2023,5.32,5.33
3780.791,7/9/2021,0,7/9/2021,0.25,8/30/2023,5.3,,,7/9/2021,0.15,12/11/2023,5.32,5.33
3870.568,7/10/2021,0,7/10/2021,0.25,8/31/2023,5.3,,,7/10/2021,0.15,12/12/2023,5.31,5.33
3903.058,7/11/2021,0,7/11/2021,0.25,9/1/2023,5.3,,,7/11/2021,0.15,12/13/2023,5.31,5.33
3972.94,7/12/2021,0,7/12/2021,0.25,9/4/2023,#N/A,,,7/12/2021,0.15,12/14/2023,5.31,5.33
3984.371,7/13/2021,0,7/13/2021,0.25,9/5/2023,5.3,,,7/13/2021,0.15,,,
4005.578,7/14/2021,0,7/14/2021,0.25,9/6/2023,5.3,,,7/14/2021,0.15,,,
4090.506,7/15/2021,0,7/15/2021,0.25,9/7/2023,5.3,,,7/15/2021,0.15,,,
4186.711,7/16/2021,0,7/16/2021,0.25,9/8/2023,5.3,,,7/16/2021,0.15,,,
4167.748,7/17/2021,0,7/17/2021,0.25,9/11/2023,5.3,,,7/17/2021,0.15,,,
4193.981,7/18/2021,0,7/18/2021,0.25,9/12/2023,5.3,,,7/18/2021,0.15,,,
4250.506,7/19/2021,0,7/19/2021,0.25,9/13/2023,5.3,,,7/19/2021,0.15,,,
4271.184,7/20/2021,0,7/20/2021,0.25,9/14/2023,5.3,,,7/20/2021,0.15,,,
4156.747,7/21/2021,0,7/21/2021,0.25,9/15/2023,5.3,,,7/21/2021,0.15,,,
4125.348,7/22/2021,0,7/22/2021,0.25,9/18/2023,5.3,,,7/22/2021,0.15,,,
4130.05,7/23/2021,0,7/23/2021,0.25,9/19/2023,5.3,,,7/23/2021,0.15,,,
4194.503,7/24/2021,0,7/24/2021,0.25,9/20/2023,5.3,,,7/24/2021,0.15,,,
4134.714,7/25/2021,0,7/25/2021,0.25,9/21/2023,5.3,,,7/25/2021,0.15,,,
4077.17,7/26/2021,0,7/26/2021,0.25,9/22/2023,5.3,,,7/26/2021,0.15,,,
4086.336,7/27/2021,0,7/27/2021,0.25,9/25/2023,5.3,,,7/27/2021,0.15,,,
4169.041,7/28/2021,0,7/28/2021,0.25,9/26/2023,5.3,,,7/28/2021,0.15,,,
4209.802,7/29/2021,0,7/29/2021,0.25,9/27/2023,5.3,,,7/29/2021,0.15,,,
4162.81,7/30/2021,0,7/30/2021,0.25,9/28/2023,5.3,,,7/30/2021,0.15,,,
4224.865,7/31/2021,0,7/31/2021,0.25,9/29/2023,5.3,,,7/31/2021,0.15,,,
4275.806,8/1/2021,0,8/1/2021,0.25,10/2/2023,5.3,,,8/1/2021,0.15,,,
4251.431,8/2/2021,0,8/2/2021,0.25,10/3/2023,5.3,,,8/2/2021,0.15,,,
4185.009,8/3/2021,0,8/3/2021,0.25,10/4/2023,5.3,,,8/3/2021,0.15,,,
4116.196,8/4/2021,0,8/4/2021,0.25,10/5/2023,5.3,,,8/4/2021,0.15,,,
3859.731,8/5/2021,0,8/5/2021,0.25,10/6/2023,5.3,,,8/5/2021,0.15,,,
3973.554,8/6/2021,0,8/6/2021,0.25,10/9/2023,#N/A,,,8/6/2021,0.15,,,
3932.521,8/7/2021,0,8/7/2021,0.25,10/10/2023,5.3,,,8/7/2021,0.15,,,
3796.174,8/8/2021,0,8/8/2021,0.25,10/11/2023,5.3,,,8/8/2021,0.15,,,
3789.714,8/9/2021,0,8/9/2021,0.25,10/12/2023,5.3,,,8/9/2021,0.15,,,
3771.911,8/10/2021,0,8/10/2021,0.25,10/13/2023,5.3,,,8/10/2021,0.15,,,
3799.973,8/11/2021,0,8/11/2021,0.25,10/16/2023,5.3,,,8/11/2021,0.15,,,
3769.869,8/12/2021,0,8/12/2021,0.25,10/17/2023,5.3,,,8/12/2021,0.15,,,
3844.716,8/13/2021,0,8/13/2021,0.25,10/18/2023,5.3,,,8/13/2021,0.15,,,
3959.659,8/14/2021,0,8/14/2021,0.25,10/19/2023,5.3,,,8/14/2021,0.15,,,
3961.721,8/15/2021,0,8/15/2021,0.25,10/20/2023,5.3,,,8/15/2021,0.15,,,
3801.095,8/16/2021,0,8/16/2021,0.25,10/23/2023,5.3,,,8/16/2021,0.15,,,
3829.68,8/17/2021,0,8/17/2021,0.25,10/24/2023,5.3,,,8/17/2021,0.15,,,
3834.183,8/18/2021,0,8/18/2021,0.25,10/25/2023,5.3,,,8/18/2021,0.15,,,
3823.644,8/19/2021,0,8/19/2021,0.25,10/26/2023,5.3,,,8/19/2021,0.15,,,
3652.101,8/20/2021,0,8/20/2021,0.25,10/27/2023,5.3,,,8/20/2021,0.15,,,
3331.982,8/21/2021,0,8/21/2021,0.25,10/30/2023,5.3,,,8/21/2021,0.15,,,
3296.085,8/22/2021,0,8/22/2021,0.25,10/31/2023,5.3,,,8/22/2021,0.15,,,
3288.552,8/23/2021,0,8/23/2021,0.25,11/1/2023,5.3,,,8/23/2021,0.15,,,
3356.377,8/24/2021,0,8/24/2021,0.25,11/2/2023,5.3,,,8/24/2021,0.15,,,
3306.18,8/25/2021,0,8/25/2021,0.25,11/3/2023,5.3,,,8/25/2021,0.15,,,
3322.03,8/26/2021,0,8/26/2021,0.25,11/6/2023,5.3,,,8/26/2021,0.15,,,
3339.405,8/27/2021,0,8/27/2021,0.25,11/7/2023,5.3,,,8/27/2021,0.15,,,
3283.954,8/28/2021,0,8/28/2021,0.25,11/8/2023,5.3,,,8/28/2021,0.15,,,
3147.556,8/29/2021,0,8/29/2021,0.25,11/9/2023,5.3,,,8/29/2021,0.15,,,
3130.087,8/30/2021,0,8/30/2021,0.25,11/10/2023,5.3,,,8/30/2021,0.15,,,
3190.627,8/31/2021,0,8/31/2021,0.25,11/13/2023,5.3,,,8/31/2021,0.15,,,
3273.436,9/1/2021,0,9/1/2021,0.25,11/14/2023,5.3,,,9/1/2021,0.15,,,
3284.324,9/2/2021,0,9/2/2021,0.25,11/15/2023,5.3,,,9/2/2021,0.15,,,
3256.875,9/3/2021,0,9/3/2021,0.25,11/16/2023,5.3,,,9/3/2021,0.15,,,
3259.011,9/4/2021,0,9/4/2021,0.25,11/17/2023,5.3,,,9/4/2021,0.15,,,
3348.147,9/5/2021,0,9/5/2021,0.25,11/20/2023,5.3,,,9/5/2021,0.15,,,
3346.75,9/6/2021,0,9/6/2021,0.25,11/21/2023,5.3,,,9/6/2021,0.15,,,
3307.365,9/7/2021,0,9/7/2021,0.25,11/22/2023,5.3,,,9/7/2021,0.15,,,
3248.654,9/8/2021,0,9/8/2021,0.25,11/23/2023,#N/A,,,9/8/2021,0.15,,,
3285.498,9/9/2021,0,9/9/2021,0.25,11/24/2023,5.3,,,9/9/2021,0.15,,,
3234.928,9/10/2021,0,9/10/2021,0.25,11/27/2023,5.3,,,9/10/2021,0.15,,,
3104.032,9/11/2021,0,9/11/2021,0.25,11/28/2023,5.3,,,9/11/2021,0.15,,,
2960.598,9/12/2021,0,9/12/2021,0.25,11/29/2023,5.3,,,9/12/2021,0.15,,,
2972.874,9/13/2021,0,9/13/2021,0.25,11/30/2023,5.3,,,9/13/2021,0.15,,,
3087.912,9/14/2021,0,9/14/2021,0.25,12/1/2023,5.3,,,9/14/2021,0.15,,,
3092.044,9/15/2021,0,9/15/2021,0.25,12/4/2023,5.3,,,9/15/2021,0.15,,,
3042.838,9/16/2021,0,9/16/2021,0.25,12/5/2023,5.3,,,9/16/2021,0.15,,,
3062.727,9/17/2021,0,9/17/2021,0.25,12/6/2023,5.3,,,9/17/2021,0.15,,,
3067.888,9/18/2021,0,9/18/2021,0.25,12/7/2023,5.3,,,9/18/2021,0.15,,,
3128.277,9/19/2021,0,9/19/2021,0.25,12/8/2023,5.3,,,9/19/2021,0.15,,,
3160.73,9/20/2021,0,9/20/2021,0.25,12/11/2023,5.3,,,9/20/2021,0.15,,,
3168.995,9/21/2021,0,9/21/2021,0.25,12/12/2023,5.3,,,9/21/2021,0.15,,,
3199.048,9/22/2021,0,9/22/2021,0.25,12/13/2023,5.3,,,9/22/2021,0.15,,,
3188.634,9/23/2021,0,9/23/2021,0.25,12/14/2023,5.3,,,9/23/2021,0.15,,,
3088.621,9/24/2021,0,9/24/2021,0.25,12/15/2023,5.3,,,9/24/2021,0.15,,,
3017.889,9/25/2021,0,9/25/2021,0.25,12/18/2023,5.3,,,9/25/2021,0.15,,,
2830.144,9/26/2021,0,9/26/2021,0.25,12/19/2023,5.3,,,9/26/2021,0.15,,,
3081.237,9/27/2021,0,9/27/2021,0.25,12/20/2023,5.3,,,9/27/2021,0.15,,,
3147.332,9/28/2021,0,9/28/2021,0.25,12/21/2023,5.3,,,9/28/2021,0.15,,,
3031.889,9/29/2021,0,9/29/2021,0.25,,,,,9/29/2021,0.15,,,
3015.506,9/30/2021,0,9/30/2021,0.25,,,,,9/30/2021,0.15,,,
3037.584,10/1/2021,0,10/1/2021,0.25,,,,,10/1/2021,0.15,,,
3041.038,10/2/2021,0,10/2/2021,0.25,,,,,10/2/2021,0.15,,,
3016.577,10/3/2021,0,10/3/2021,0.25,,,,,10/3/2021,0.15,,,
2998.303,10/4/2021,0,10/4/2021,0.25,,,,,10/4/2021,0.15,,,
2999.72,10/5/2021,0,10/5/2021,0.25,,,,,10/5/2021,0.15,,,
3251.482,10/6/2021,0,10/6/2021,0.25,,,,,10/6/2021,0.15,,,
3425.075,10/7/2021,0,10/7/2021,0.25,,,,,10/7/2021,0.15,,,
3437.592,10/8/2021,0,10/8/2021,0.25,,,,,10/8/2021,0.15,,,
3292.058,10/9/2021,0,10/9/2021,0.25,,,,,10/9/2021,0.15,,,
3413.989,10/10/2021,0,10/10/2021,0.25,,,,,10/10/2021,0.15,,,
3303.152,10/11/2021,0,10/11/2021,0.25,,,,,10/11/2021,0.15,,,
3135.655,10/12/2021,0,10/12/2021,0.25,,,,,10/12/2021,0.15,,,
3089.706,10/13/2021,0,10/13/2021,0.25,,,,,10/13/2021,0.15,,,
3196.429,10/14/2021,0,10/14/2021,0.25,,,,,10/14/2021,0.15,,,
3248.878,10/15/2021,0,10/15/2021,0.25,,,,,10/15/2021,0.15,,,
3240.172,10/16/2021,0,10/16/2021,0.25,,,,,10/16/2021,0.15,,,
3309.447,10/17/2021,0,10/17/2021,0.25,,,,,10/17/2021,0.15,,,
3349.751,10/18/2021,0,10/18/2021,0.25,,,,,10/18/2021,0.15,,,
3325.261,10/19/2021,0,10/19/2021,0.25,,,,,10/19/2021,0.15,,,
3251.558,10/20/2021,0,10/20/2021,0.25,,,,,10/20/2021,0.15,,,
3171.567,10/21/2021,0,10/21/2021,0.25,,,,,10/21/2021,0.15,,,
3114.989,10/22/2021,0,10/22/2021,0.25,,,,,10/22/2021,0.15,,,
3166.607,10/23/2021,0,10/23/2021,0.25,,,,,10/23/2021,0.15,,,
3230.457,10/24/2021,0,10/24/2021,0.25,,,,,10/24/2021,0.15,,,
3172.244,10/25/2021,0,10/25/2021,0.25,,,,,10/25/2021,0.15,,,
3189.533,10/26/2021,0,10/26/2021,0.25,,,,,10/26/2021,0.15,,,
3222.856,10/27/2021,0,10/27/2021,0.25,,,,,10/27/2021,0.15,,,
3245.971,10/28/2021,0,10/28/2021,0.25,,,,,10/28/2021,0.15,,,
3186.789,10/29/2021,0,10/29/2021,0.25,,,,,10/29/2021,0.15,,,
3238.345,10/30/2021,0,10/30/2021,0.25,,,,,10/30/2021,0.15,,,
3307.291,10/31/2021,0,10/31/2021,0.25,,,,,10/31/2021,0.15,,,
3335.459,11/1/2021,0,11/1/2021,0.25,,,,,11/1/2021,0.15,,,
3231.649,11/2/2021,0,11/2/2021,0.25,,,,,11/2/2021,0.15,,,
3170.324,11/3/2021,0,11/3/2021,0.25,,,,,11/3/2021,0.15,,,
3145.72,11/4/2021,0,11/4/2021,0.25,,,,,11/4/2021,0.15,,,
3288.945,11/5/2021,0,11/5/2021,0.25,,,,,11/5/2021,0.15,,,
3353.881,11/6/2021,0,11/6/2021,0.25,,,,,11/6/2021,0.15,,,
3261.886,11/7/2021,0,11/7/2021,0.25,,,,,11/7/2021,0.15,,,
3267.216,11/8/2021,0,11/8/2021,0.25,,,,,11/8/2021,0.15,,,
3328.908,11/9/2021,0,11/9/2021,0.25,,,,,11/9/2021,0.15,,,
3391.713,11/10/2021,0,11/10/2021,0.25,,,,,11/10/2021,0.15,,,
3453.853,11/11/2021,0,11/11/2021,0.25,,,,,11/11/2021,0.15,,,
3441.581,11/12/2021,0,11/12/2021,0.25,,,,,11/12/2021,0.15,,,
3513.374,11/13/2021,0,11/13/2021,0.25,,,,,11/13/2021,0.15,,,
3540.619,11/14/2021,0,11/14/2021,0.25,,,,,11/14/2021,0.15,,,
3536.105,11/15/2021,0,11/15/2021,0.25,,,,,11/15/2021,0.15,,,
,11/16/2021,0,11/16/2021,0.25,,,,,11/16/2021,0.15,,,
,11/17/2021,0,11/17/2021,0.25,,,,,11/17/2021,0.15,,,
,11/18/2021,0,11/18/2021,0.25,,,,,11/18/2021,0.15,,,
,11/19/2021,0,11/19/2021,0.25,,,,,11/19/2021,0.15,,,
,11/20/2021,0,11/20/2021,0.25,,,,,11/20/2021,0.15,,,
,11/21/2021,0,11/21/2021,0.25,,,,,11/21/2021,0.15,,,
,11/22/2021,0,11/22/2021,0.25,,,,,11/22/2021,0.15,,,
,11/23/2021,0,11/23/2021,0.25,,,,,11/23/2021,0.15,,,
,11/24/2021,0,11/24/2021,0.25,,,,,11/24/2021,0.15,,,
,11/25/2021,0,11/25/2021,0.25,,,,,11/25/2021,0.15,,,
,11/26/2021,0,11/26/2021,0.25,,,,,11/26/2021,0.15,,,
,11/27/2021,0,11/27/2021,0.25,,,,,11/27/2021,0.15,,,
,11/28/2021,0,11/28/2021,0.25,,,,,11/28/2021,0.15,,,
,11/29/2021,0,11/29/2021,0.25,,,,,11/29/2021,0.15,,,
,11/30/2021,0,11/30/2021,0.25,,,,,11/30/2021,0.15,,,
,12/1/2021,0,12/1/2021,0.25,,,,,12/1/2021,0.15,,,
,12/2/2021,0,12/2/2021,0.25,,,,,12/2/2021,0.15,,,
,12/3/2021,0,12/3/2021,0.25,,,,,12/3/2021,0.15,,,
,12/4/2021,0,12/4/2021,0.25,,,,,12/4/2021,0.15,,,
,12/5/2021,0,12/5/2021,0.25,,,,,12/5/2021,0.15,,,
,12/6/2021,0,12/6/2021,0.25,,,,,12/6/2021,0.15,,,
,12/7/2021,0,12/7/2021,0.25,,,,,12/7/2021,0.15,,,
,12/8/2021,0,12/8/2021,0.25,,,,,12/8/2021,0.15,,,
,12/9/2021,0,12/9/2021,0.25,,,,,12/9/2021,0.15,,,
,12/10/2021,0,12/10/2021,0.25,,,,,12/10/2021,0.15,,,
,12/11/2021,0,12/11/2021,0.25,,,,,12/11/2021,0.15,,,
,12/12/2021,0,12/12/2021,0.25,,,,,12/12/2021,0.15,,,
,12/13/2021,0,12/13/2021,0.25,,,,,12/13/2021,0.15,,,
,12/14/2021,0,12/14/2021,0.25,,,,,12/14/2021,0.15,,,
,12/15/2021,0,12/15/2021,0.25,,,,,12/15/2021,0.15,,,
,12/16/2021,0,12/16/2021,0.25,,,,,12/16/2021,0.15,,,
,12/17/2021,0,12/17/2021,0.25,,,,,12/17/2021,0.15,,,
,12/18/2021,0,12/18/2021,0.25,,,,,12/18/2021,0.15,,,
,12/19/2021,0,12/19/2021,0.25,,,,,12/19/2021,0.15,,,
,12/20/2021,0,12/20/2021,0.25,,,,,12/20/2021,0.15,,,
,12/21/2021,0,12/21/2021,0.25,,,,,12/21/2021,0.15,,,
,12/22/2021,0,12/22/2021,0.25,,,,,12/22/2021,0.15,,,
,12/23/2021,0,12/23/2021,0.25,,,,,12/23/2021,0.15,,,
,12/24/2021,0,12/24/2021,0.25,,,,,12/24/2021,0.15,,,
,12/25/2021,0,12/25/2021,0.25,,,,,12/25/2021,0.15,,,
,12/26/2021,0,12/26/2021,0.25,,,,,12/26/2021,0.15,,,
,12/27/2021,0,12/27/2021,0.25,,,,,12/27/2021,0.15,,,
,12/28/2021,0,12/28/2021,0.25,,,,,12/28/2021,0.15,,,
,12/29/2021,0,12/29/2021,0.25,,,,,12/29/2021,0.15,,,
,12/30/2021,0,12/30/2021,0.25,,,,,12/30/2021,0.15,,,
,12/31/2021,0,12/31/2021,0.25,,,,,12/31/2021,0.15,,,
,1/1/2022,0,1/1/2022,0.25,,,,,1/1/2022,0.15,,,
,1/2/2022,0,1/2/2022,0.25,,,,,1/2/2022,0.15,,,
,1/3/2022,0,1/3/2022,0.25,,,,,1/3/2022,0.15,,,
,1/4/2022,0,1/4/2022,0.25,,,,,1/4/2022,0.15,,,
,1/5/2022,0,1/5/2022,0.25,,,,,1/5/2022,0.15,,,
,1/6/2022,0,1/6/2022,0.25,,,,,1/6/2022,0.15,,,
,1/7/2022,0,1/7/2022,0.25,,,,,1/7/2022,0.15,,,
,1/8/2022,0,1/8/2022,0.25,,,,,1/8/2022,0.15,,,
,1/9/2022,0,1/9/2022,0.25,,,,,1/9/2022,0.15,,,
,1/10/2022,0,1/10/2022,0.25,,,,,1/10/2022,0.15,,,
,1/11/2022,0,1/11/2022,0.25,,,,,1/11/2022,0.15,,,
,1/12/2022,0,1/12/2022,0.25,,,,,1/12/2022,0.15,,,
,1/13/2022,0,1/13/2022,0.25,,,,,1/13/2022,0.15,,,
,1/14/2022,0,1/14/2022,0.25,,,,,1/14/2022,0.15,,,
,1/15/2022,0,1/15/2022,0.25,,,,,1/15/2022,0.15,,,
,1/16/2022,0,1/16/2022,0.25,,,,,1/16/2022,0.15,,,
,1/17/2022,0,1/17/2022,0.25,,,,,1/17/2022,0.15,,,
,1/18/2022,0,1/18/2022,0.25,,,,,1/18/2022,0.15,,,
,1/19/2022,0,1/19/2022,0.25,,,,,1/19/2022,0.15,,,
,1/20/2022,0,1/20/2022,0.25,,,,,1/20/2022,0.15,,,
,1/21/2022,0,1/21/2022,0.25,,,,,1/21/2022,0.15,,,
,1/22/2022,0,1/22/2022,0.25,,,,,1/22/2022,0.15,,,
,1/23/2022,0,1/23/2022,0.25,,,,,1/23/2022,0.15,,,
